Pclass,Age,Fare,Family_size,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_nan,Family_type_large,Family_type_small
1,1.253641060462344,-0.0786835820286229,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.4772835541179979,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.2150862917141388,-0.4748669654497216,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.2464936055072857,-0.476230259911263,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-1.785093262912034,-0.0252493711419377,3.013908748615384,1,0,0.0,0.0,1.0,0.0,True,False
1,-0.4003535712477605,4.138687090321111,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
1,1.2151760690272253,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.0157036568965734,-0.0936875233341743,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,0.0561054184062586,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.984386120416513,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,0.5228062231950885,-0.1624453180131566,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
2,0.2920162745843762,-0.391105229465188,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.9388634513394224,-0.4916347171038209,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0157036568965734,-0.4445394403518732,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,1.5998259833784123,-0.1268225107553664,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,0.445876240324851,1.105534064649266,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,0.6766661889355633,3.753656533907424,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
2,0.3689462574546136,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.9388634513394224,0.4701002054562524,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-1.400443348560847,-0.0252493711419377,3.013908748615384,1,0,0.0,0.0,1.0,0.0,True,False
3,2.446055794951024,-0.5073607423402734,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.0612263259736639,-0.4606659814753323,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-1.7081632800417963,-0.1220086178826921,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
3,2.599915760691499,-0.4428545778464372,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.7080735027287102,-0.4882649920929489,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.1969455254530391,0.6348588273136618,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.0157036568965734,-0.4448610083957678,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.5228062231950885,1.6832012093701876,1.2296213076390925,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.3490645402295484,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,1.5998259833784123,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.1695636226370482,3.445086000768998,0.6348588273136618,0,1,1.0,0.0,0.0,0.0,False,True
3,0.0612263259736639,-0.4878644762059423,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.2920162745843762,1.105534064649266,0.0400963469882312,1,0,0.0,1.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.478718079747861,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.1370915070313553,1.8243837879645228,1,0,0.0,0.0,1.0,0.0,True,False
3,-2.0928131943929835,-0.221656200347051,1.8243837879645228,0,1,0.0,0.0,1.0,0.0,True,False
2,-0.3234235883775231,-0.0498002247925769,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
1,1.6767559662486498,0.5544242041283143,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
2,-0.3234235883775231,-0.1268225107553664,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4878644762059423,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.4003535712477605,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.8619334684691851,-0.2382641307577775,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
1,-0.0926336397668108,-0.0401724390472282,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.3234235883775231,-0.4917155905040818,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.4003535712477605,-0.3482615828983863,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.5542135369882354,-0.4826500674462615,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-2.17589757589284,2.2907144899016902,1.2296213076390925,0,1,0.0,0.0,1.0,0.0,False,True
2,-0.4003535712477605,-0.1268225107553664,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.2464936055072857,-0.4748669654497216,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,0.3689462574546136,-0.2231003682088533,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
1,-0.6311435198584728,4.424713200358228,1.8243837879645228,1,0,1.0,0.0,0.0,0.0,True,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4882649920929489,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4606659814753323,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.5542135369882354,-0.4777553011733262,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,2.522985777821261,0.9129783497422922,-0.5546661333371994,1,0,0.0,0.0,0.0,1.0,False,False
3,-0.8619334684691851,-0.4379598115735019,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,0.984386120416513,3.753656533907424,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
2,2.138335863470074,-0.3896610616033856,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.7850034855989476,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.984386120416513,-0.1268225107553664,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4883458654932097,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.7080735027287102,-0.4606659814753323,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,0.4074112488897323,-0.503509628042134,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4445394403518732,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.4772835541179979,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.5542135369882354,-0.4878644762059423,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.7536859491188872,-0.0401724390472282,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.0612263259736639,-0.3872541151670485,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,0.5612712146302072,-0.1268225107553664,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.5542135369882354,-0.4882649920929489,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,1.5998259833784123,1.946039760218207,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.1695636226370482,-0.4931597583658841,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.5542135369882354,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.6767559662486498,0.8736642494297352,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
2,0.5228062231950885,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.0157036568965734,-0.1268225107553664,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,-0.5542135369882354,2.2907144899016902,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,1.5998259833784123,1.4218068263839705,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
2,0.8305261546760382,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.1695636226370482,-0.4606659814753323,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,2.7537757264319738,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.9388634513394224,-0.4606659814753323,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-1.9389532286525089,0.9487609782434552,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-2.169743177263221,-0.4130893154361172,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
2,0.5228062231950885,-0.093125260646646,1.2296213076390925,0,1,0.0,0.0,1.0,0.0,False,True
2,1.0613161032867504,-0.1220086178826921,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
1,0.6766661889355633,2.3275407703776487,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
2,0.1381563088439014,-0.1220086178826921,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0157036568965734,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.8619334684691851,-0.4676461261407101,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.0926336397668108,-0.3376710185785027,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,0.7535961718058007,1.5076539407609466,0.6348588273136618,1,0,1.0,0.0,0.0,0.0,False,True
2,0.7535961718058007,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.2464936055072857,-0.4606659814753323,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.7080735027287102,-0.4917155905040818,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,1.946039760218207,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,1.5228960005081749,-0.6274673695134984,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.4772835541179979,-0.3377518919787637,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-2.169743177263221,0.1367381240235539,2.4191462682899534,0,1,0.0,0.0,1.0,0.0,True,False
3,-0.0926336397668108,-0.4757488706239955,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.1759242180566447,1.2296213076390925,0,1,0.0,0.0,1.0,0.0,False,True
2,-2.015883211522746,-0.1268225107553664,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-1.9389532286525089,-0.4130893154361172,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.7850034855989476,-0.4801622476096634,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.8689911461111568,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-2.169743177263221,-0.3243519397783874,0.6348588273136618,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.3339007776806242,0.6348588273136618,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.6311435198584728,-0.4748669654497216,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.907545914859362,0.3711747069227945,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.3290060114076889,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
2,-0.3234235883775231,0.1731638886125062,1.2296213076390925,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.2464936055072857,-0.3491434880726602,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.5542135369882354,-0.4249623008172812,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,0.1381563088439014,-0.2322467646669346,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
1,1.5228960005081749,1.0882849237078993,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
2,-0.7850034855989476,0.0801748827696304,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
2,-0.4003535712477605,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.01579343420966,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.3234235883775231,0.4400942484022986,0.0400963469882312,0,1,1.0,0.0,0.0,0.0,False,True
3,0.7535961718058007,-0.1624453180131566,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,1.3690360347677,-0.3482615828983863,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,2.3691258120807865,-0.1162319464354828,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.4003535712477605,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,0.3353112050213707,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.1695636226370482,-0.2231003682088533,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
2,-0.0926336397668108,-0.3605370097237059,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,0.6766661889355633,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,1.138246086156988,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.6311435198584728,-0.4252838688611758,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.4003535712477605,-0.3058993256188521,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
2,1.2151760690272253,-0.3675171543890837,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-1.6312332971715593,0.0801748827696304,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-1.6312332971715593,-0.221656200347051,1.8243837879645228,1,0,0.0,0.0,1.0,0.0,True,False
1,-0.0926336397668108,0.04647763266091,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,0.2150862917141388,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.5998259833784123,0.4489190768164852,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.6311435198584728,-0.4772739118860588,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,1.5998259833784123,-0.4252838688611758,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.4772835541179979,-0.4748669654497216,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,0.2150862917141388,-0.476230259911263,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,-0.6311435198584728,0.0344429004792241,1.8243837879645228,1,0,0.0,0.0,1.0,0.0,True,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.3234235883775231,-0.4883458654932097,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-1.0927234170798972,-0.4882649920929489,0.6348588273136618,0,1,1.0,0.0,0.0,0.0,False,True
3,0.1381563088439014,-0.2808670826809455,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
2,-0.3234235883775231,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,1.907545914859362,-0.1268225107553664,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0926336397668108,0.2794700476983483,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.6766661889355633,0.9129783497422922,-0.5546661333371994,1,0,0.0,0.0,0.0,1.0,False,False
2,0.9074561375462756,-0.2519837254448994,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,0.2920162745843762,-0.4606659814753323,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
2,1.7536859491188872,-0.3675171543890837,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.01579343420966,-0.2375420468268763,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.7080735027287102,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.5543033143013218,-0.0230831193492343,3.013908748615384,0,1,0.0,0.0,1.0,0.0,True,False
3,-0.0926336397668108,-0.4712565457952158,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4767116491985304,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.907545914859362,0.5163135770339261,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.2464936055072857,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,2.3691258120807865,0.8975738925497343,0.6348588273136618,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,0.4603915463106428,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,1.138246086156988,0.4889552610599432,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.7080735027287102,-0.4748669654497216,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.1370915070313553,1.8243837879645228,0,1,0.0,0.0,1.0,0.0,True,False
2,-1.01579343420966,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,1.0613161032867504,0.2756189334002088,3.6086712289408154,1,0,0.0,0.0,1.0,0.0,True,False
3,-0.9388634513394224,-0.4606659814753323,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.5997362060653258,0.38449378572291,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
2,2.522985777821261,-0.4252838688611758,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-1.6312332971715593,-0.0666488498469371,2.4191462682899534,0,1,0.0,1.0,0.0,0.0,True,False
3,0.2150862917141388,0.4603915463106428,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.7080735027287102,-0.4382813796173966,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
2,-0.0926336397668108,-0.3771449401344324,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.6311435198584728,-0.4782366904605936,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
3,0.5997362060653258,-0.4748669654497216,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.9388634513394224,-0.3490645402295484,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
1,1.2921060518974627,0.5504922164299139,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.3367082400039679,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.4003535712477605,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,-0.0157036568965734,0.6549536917669472,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
1,2.0614058805998368,0.9737932211813616,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
2,0.1381563088439014,0.0850696490425656,0.6348588273136618,0,1,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.4782366904605936,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
2,0.2150862917141388,-0.1268225107553664,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
3,0.2920162745843762,-0.2322467646669346,0.6348588273136618,0,1,0.0,0.0,1.0,0.0,False,True
3,2.292195829210549,-0.4878644762059423,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,2.215265846340312,-0.1162319464354828,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.3174526685132705,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
2,-2.015883211522746,0.1731638886125062,1.2296213076390925,1,0,1.0,0.0,0.0,0.0,False,True
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
1,-1.01579343420966,0.4889552610599432,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,1.2151760690272253,-0.0902369249230414,2.4191462682899534,1,0,0.0,0.0,1.0,0.0,True,False
1,1.0613161032867504,3.44195697040176,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,0.0612263259736639,1.4218068263839705,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,-0.0541686483316921,-0.3174526685132705,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.4003535712477605,-0.4773547852863197,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.0612263259736639,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
1,0.5228062231950885,0.145162436550734,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.3234235883775231,-0.4917155905040818,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4782366904605936,0.6348588273136618,1,0,0.0,1.0,0.0,0.0,False,True
1,1.5998259833784123,-0.0745917730868498,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,-2.188975672980781,-0.256637797074201,1.2296213076390925,1,0,1.0,0.0,0.0,0.0,False,True
1,-0.4003535712477605,0.3257642926762829,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
2,-0.4003535712477605,0.6241447773818315,1.2296213076390925,1,0,0.0,0.0,1.0,0.0,False,True
1,0.445876240324851,0.3738223480027655,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
1,0.0612263259736639,1.0381395644318252,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
2,-0.4772835541179979,-0.3771449401344324,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,-0.1695636226370482,-0.1268225107553664,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,1.9844758977295995,-0.3193782256623402,-0.5546661333371994,1,0,0.0,0.0,1.0,0.0,False,False
1,0.445876240324851,0.3950034766425326,0.0400963469882312,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0926336397668108,-0.4954068835588485,-0.5546661333371994,0,1,0.0,1.0,0.0,0.0,False,False
1,-0.0926336397668108,0.8975738925497343,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.2429971502301909,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
2,-0.4772835541179979,-0.3619003041852473,-0.5546661333371994,1,0,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,-0.4785582585044883,-0.5546661333371994,1,0,0.0,1.0,0.0,0.0,False,False
1,-0.4772835541179979,1.5537074910952478,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
3,1.6767559662486498,-0.4724600190133844,-0.5546661333371994,0,1,0.0,0.0,1.0,0.0,False,False
2,0.2920162745843762,-0.1268225107553664,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
3,-0.0157036568965734,-0.221656200347051,1.8243837879645228,1,0,0.0,0.0,1.0,0.0,True,False
3,-0.0926336397668108,-0.4754292281372499,-0.5546661333371994,0,1,1.0,0.0,0.0,0.0,False,False
3,-0.0926336397668108,0.7117576276645045,5.392958669917107,0,1,0.0,0.0,1.0,0.0,True,False
2,-2.0928131943929835,-0.1268225107553664,0.6348588273136618,1,0,0.0,0.0,1.0,0.0,False,True
2,-1.1696533999501346,-0.0484369303310355,0.0400963469882312,1,0,1.0,0.0,0.0,0.0,False,True
2,1.907545914859362,-0.1268225107553664,0.0400963469882312,0,1,0.0,0.0,1.0,0.0,False,True
